Student_ID,Age,Gender,City,Course_Category,Enrollment_Type,Study_Hours_Per_Week,Live_Sessions_Attended,Assignments_Completed_Percent,Mock_Test_Score,Projects_Completed,Internship_Completed,LinkedIn_Profile,Resume_Score,Final_Score,Completion_Status,Placement_Status,Placement_Package_LPA,Satisfaction_Rating
239,32,Female,Delhi,Cloud Computing,Paid,8,13,42,54,4,No,No,73,45,Not Completed,Not Placed,0.0,3
240,18,Female,Delhi,Cloud Computing,Free,5,4,46,44,4,No,Yes,79,60,Not Completed,Not Placed,0.0,5
241,22,Male,Delhi,Cloud Computing,Paid,20,10,85,96,4,No,Yes,84,90,Completed,Placed,7.13,5
242,33,Male,Hyderabad,Cyber Security,Free,11,2,31,48,0,No,Yes,17,33,Not Completed,Placed,5.28,2
243,21,Female,Bangalore,Cloud Computing,Paid,4,4,27,30,2,No,Yes,44,52,Not Completed,Not Placed,0.0,2
244,20,Male,Pune,Data Science,Paid,26,12,100,100,5,No,Yes,100,93,Completed,Placed,11.43,4
245,34,Male,Pune,Cloud Computing,Paid,22,9,84,82,4,Yes,Yes,91,91,Completed,Placed,4.04,5
246,34,Male,Hyderabad,AI,Free,30,12,100,100,4,Yes,Yes,91,95,Completed,Placed,4.4,5
247,29,Female,Mumbai,Cyber Security,Paid,20,3,96,68,0,No,Yes,67,91,Completed,Placed,11.58,4
248,31,Female,Hyderabad,AI,Paid,22,7,84,82,5,Yes,No,100,86,Completed,Placed,3.9,5
249,23,Male,Mumbai,Cloud Computing,Paid,3,12,36,46,0,No,Yes,29,31,Not Completed,Placed,14.01,1
250,20,Female,Mumbai,Data Science,Paid,28,11,100,99,5,No,Yes,84,100,Completed,Placed,11.9,5
251,26,Male,Chennai,Web Development,Paid,21,4,89,79,0,No,Yes,57,92,Completed,Placed,7.03,5
252,22,Female,Pune,Cloud Computing,Paid,11,9,56,56,2,No,No,50,55,Completed,Not Placed,0.0,3
253,34,Male,Delhi,Data Science,Paid,3,11,23,43,4,No,Yes,62,51,Not Completed,Placed,9.08,2
254,31,Male,Mumbai,Cyber Security,Free,3,7,24,37,1,Yes,No,51,43,Not Completed,Not Placed,0.0,2
255,20,Female,Chennai,AI,Paid,29,8,98,83,1,Yes,Yes,71,83,Completed,Placed,12.4,4
256,18,Male,Pune,AI,Paid,25,3,78,69,4,No,No,96,86,Completed,Placed,14.7,5
257,18,Female,Delhi,AI,Paid,18,6,86,60,4,No,Yes,76,68,Completed,Placed,10.01,5
258,20,Female,Mumbai,Cyber Security,Paid,17,1,71,55,4,No,Yes,91,71,Completed,Placed,8.35,3
259,27,Male,Mumbai,Data Science,Paid,17,5,82,72,4,No,Yes,100,85,Completed,Placed,5.67,3
260,20,Male,Hyderabad,Cyber Security,Free,15,7,80,78,5,No,Yes,92,85,Completed,Placed,10.84,5
261,25,Female,Hyderabad,AI,Paid,8,11,44,58,2,No,No,76,55,Not Completed,Not Placed,0.0,3
262,31,Male,Pune,Cloud Computing,Paid,22,6,72,80,1,No,Yes,48,89,Completed,Not Placed,0.0,5
263,32,Male,Delhi,Web Development,Paid,12,6,54,58,3,Yes,No,59,71,Completed,Not Placed,0.0,4
264,19,Male,Mumbai,Cyber Security,Free,25,7,88,63,1,No,Yes,69,83,Completed,Placed,13.79,5
265,27,Male,Pune,Cyber Security,Free,2,15,6,42,1,Yes,Yes,30,46,Not Completed,Not Placed,0.0,3
266,19,Male,Pune,Data Science,Free,12,6,50,63,0,No,Yes,32,57,Not Completed,Placed,11.93,3
267,34,Female,Bangalore,Data Science,Paid,24,4,91,84,4,Yes,Yes,94,86,Completed,Placed,12.12,5
268,25,Female,Hyderabad,Cyber Security,Free,22,6,79,84,4,No,No,87,75,Completed,Not Placed,0.0,4
269,18,Male,Delhi,AI,Paid,5,12,27,52,4,Yes,Yes,56,44,Not Completed,Placed,7.74,1
270,26,Male,Mumbai,Web Development,Paid,8,13,31,42,0,Yes,Yes,34,34,Not Completed,Not Placed,0.0,3
271,28,Male,Pune,Data Science,Free,27,9,100,81,2,No,No,83,84,Completed,Placed,3.48,4
272,33,Female,Mumbai,AI,Paid,16,2,86,47,2,No,Yes,64,69,Completed,Placed,12.14,3
273,24,Male,Bangalore,Cloud Computing,Paid,19,4,89,72,3,Yes,Yes,84,89,Completed,Not Placed,0.0,3
274,27,Female,Delhi,Data Science,Paid,13,6,65,54,2,Yes,Yes,53,68,Completed,Placed,7.76,2
275,20,Female,Pune,AI,Paid,18,14,80,100,2,No,Yes,61,76,Completed,Placed,4.24,3
276,30,Female,Mumbai,AI,Paid,2,8,24,54,4,No,Yes,72,58,Not Completed,Placed,13.04,4
277,24,Male,Hyderabad,Web Development,Paid,12,14,37,88,5,Yes,Yes,80,81,Not Completed,Placed,9.6,4
278,21,Female,Bangalore,Web Development,Paid,29,1,100,70,1,No,Yes,49,75,Completed,Placed,11.29,5
279,30,Male,Delhi,Cloud Computing,Paid,2,3,16,34,2,Yes,No,38,45,Not Completed,Placed,11.19,3
280,18,Female,Bangalore,AI,Free,16,11,69,69,2,No,Yes,68,78,Completed,Not Placed,0.0,5
281,25,Male,Hyderabad,AI,Paid,29,6,100,93,0,Yes,No,61,79,Completed,Placed,4.59,5
282,31,Female,Delhi,Web Development,Paid,22,0,100,55,3,No,Yes,90,97,Completed,Placed,10.92,5
283,33,Male,Bangalore,Data Science,Paid,11,12,53,78,5,Yes,Yes,82,67,Completed,Placed,9.9,3
284,31,Female,Chennai,Data Science,Free,8,1,27,30,0,No,Yes,29,43,Not Completed,Not Placed,0.0,2
285,29,Male,Hyderabad,Cyber Security,Paid,3,8,29,22,4,Yes,Yes,61,47,Not Completed,Not Placed,0.0,3
286,32,Male,Hyderabad,Web Development,Free,11,12,53,86,1,Yes,Yes,60,62,Completed,Placed,6.21,2
287,19,Male,Hyderabad,Cyber Security,Paid,25,9,100,92,3,Yes,No,90,96,Completed,Not Placed,0.0,5
288,19,Male,Chennai,Web Development,Paid,5,6,34,31,0,No,No,37,47,Not Completed,Not Placed,0.0,2
289,34,Female,Chennai,Cloud Computing,Free,13,11,59,66,2,No,Yes,60,56,Completed,Placed,3.33,4
290,27,Female,Mumbai,AI,Paid,20,9,73,72,2,No,Yes,59,73,Completed,Placed,9.64,4
291,23,Male,Pune,Cloud Computing,Paid,27,6,97,86,3,No,Yes,79,97,Completed,Not Placed,0.0,5
292,32,Female,Bangalore,Web Development,Paid,12,5,61,62,2,No,Yes,71,75,Completed,Placed,6.44,3
293,28,Male,Mumbai,AI,Free,9,2,26,48,0,No,Yes,40,41,Not Completed,Not Placed,0.0,1
294,22,Male,Bangalore,Data Science,Free,19,9,73,78,0,Yes,No,42,83,Completed,Not Placed,0.0,4
295,18,Female,Pune,Data Science,Free,12,2,62,48,2,No,Yes,61,70,Completed,Not Placed,0.0,3
296,25,Male,Chennai,Cyber Security,Free,12,1,72,56,2,Yes,No,69,69,Completed,Not Placed,0.0,4
297,29,Male,Pune,Web Development,Paid,14,10,58,48,4,No,Yes,79,57,Completed,Placed,5.42,3
298,29,Female,Chennai,Web Development,Free,4,5,43,30,1,No,Yes,49,35,Not Completed,Placed,3.89,1
299,22,Male,Pune,Data Science,Paid,13,3,75,42,3,No,Yes,62,64,Completed,Not Placed,0.0,4
300,24,Male,Mumbai,Cloud Computing,Free,4,15,28,68,0,No,Yes,19,61,Not Completed,Not Placed,0.0,1
301,21,Male,Delhi,AI,Paid,11,4,47,42,3,No,Yes,74,54,Not Completed,Not Placed,0.0,3
302,23,Male,Mumbai,Cloud Computing,Paid,28,2,100,67,4,No,Yes,100,79,Completed,Not Placed,0.0,3
303,30,Female,Bangalore,Cloud Computing,Paid,18,5,73,71,0,Yes,No,34,73,Completed,Not Placed,0.0,4
304,32,Female,Mumbai,Data Science,Free,23,10,99,76,4,Yes,No,91,89,Completed,Placed,14.18,5
305,20,Female,Hyderabad,Data Science,Paid,3,11,21,44,4,No,Yes,68,51,Not Completed,Not Placed,0.0,1
306,25,Male,Bangalore,Data Science,Paid,18,2,89,83,5,No,No,73,80,Completed,Placed,11.33,4
307,33,Male,Pune,Cyber Security,Free,17,13,62,87,2,Yes,Yes,50,70,Completed,Placed,7.04,4
308,30,Female,Bangalore,Cloud Computing,Free,3,14,16,51,5,Yes,No,65,43,Not Completed,Placed,4.25,1
309,27,Male,Delhi,Web Development,Paid,29,13,100,100,3,Yes,Yes,78,99,Completed,Placed,9.88,5
310,34,Male,Chennai,AI,Paid,23,15,100,100,3,Yes,Yes,86,94,Completed,Not Placed,0.0,4
311,22,Male,Pune,Cyber Security,Paid,21,15,84,98,2,No,Yes,84,95,Completed,Placed,14.43,4
312,26,Male,Bangalore,Web Development,Free,7,7,45,48,5,No,Yes,69,51,Not Completed,Placed,8.31,2
313,29,Female,Pune,Cloud Computing,Paid,29,8,100,95,3,No,Yes,84,98,Completed,Placed,11.29,4
314,18,Female,Pune,Data Science,Paid,26,3,100,63,5,No,Yes,96,90,Completed,Placed,9.9,4
315,18,Female,Pune,Cloud Computing,Paid,30,14,100,91,2,No,Yes,77,94,Completed,Not Placed,0.0,5
316,32,Male,Chennai,AI,Paid,11,8,48,56,0,Yes,Yes,39,61,Not Completed,Not Placed,0.0,4
317,19,Female,Mumbai,Cyber Security,Paid,29,11,100,93,4,No,Yes,100,93,Completed,Placed,9.48,5
318,33,Female,Pune,Cyber Security,Paid,11,6,61,59,4,No,Yes,91,75,Completed,Placed,8.93,5
319,25,Male,Hyderabad,AI,Free,9,2,51,43,5,Yes,Yes,64,57,Completed,Placed,9.16,2
320,30,Male,Delhi,Web Development,Paid,2,6,22,28,3,No,Yes,43,29,Not Completed,Placed,4.97,2
321,18,Female,Chennai,Web Development,Free,14,13,61,75,5,Yes,No,76,58,Completed,Not Placed,0.0,5
322,33,Female,Bangalore,Cyber Security,Paid,25,0,93,65,5,Yes,Yes,84,67,Completed,Placed,10.27,2
323,24,Female,Chennai,Cyber Security,Paid,10,2,46,64,1,Yes,Yes,32,38,Not Completed,Not Placed,0.0,1
324,22,Female,Bangalore,Data Science,Paid,23,5,82,79,4,No,Yes,83,86,Completed,Placed,8.86,5
325,20,Male,Chennai,Web Development,Free,11,3,55,32,2,Yes,Yes,50,46,Completed,Placed,3.93,3
326,29,Female,Bangalore,AI,Paid,16,6,61,82,5,No,Yes,75,76,Completed,Placed,5.29,3
327,33,Female,Pune,Web Development,Paid,6,13,39,51,1,Yes,Yes,63,53,Not Completed,Placed,6.85,2
328,22,Male,Mumbai,Data Science,Free,23,2,68,60,1,No,Yes,48,68,Completed,Placed,8.03,3
329,31,Female,Bangalore,Cyber Security,Free,17,0,65,75,4,No,No,73,78,Completed,Not Placed,0.0,4
330,22,Male,Bangalore,Cyber Security,Free,14,8,72,67,4,No,Yes,88,76,Completed,Placed,13.36,4
331,32,Male,Hyderabad,Data Science,Free,23,15,79,100,4,No,No,79,90,Completed,Placed,4.91,3
332,34,Male,Bangalore,AI,Free,26,14,100,100,2,Yes,Yes,64,93,Completed,Placed,3.18,4
333,31,Female,Hyderabad,Cyber Security,Free,21,5,74,69,1,Yes,Yes,55,81,Completed,Placed,8.39,3
334,22,Female,Delhi,Cloud Computing,Free,19,7,84,66,3,No,Yes,97,64,Completed,Placed,8.19,4
335,29,Male,Pune,Cyber Security,Paid,12,2,53,43,2,Yes,Yes,52,48,Completed,Not Placed,0.0,1
336,33,Female,Hyderabad,Cloud Computing,Paid,28,7,100,100,0,Yes,Yes,50,96,Completed,Placed,13.0,5
337,33,Female,Mumbai,Data Science,Paid,10,1,50,44,5,No,Yes,84,68,Not Completed,Placed,12.63,5
338,24,Male,Pune,Data Science,Paid,17,11,57,89,4,No,Yes,71,80,Completed,Not Placed,0.0,3
339,21,Male,Hyderabad,Cyber Security,Paid,3,15,38,55,1,No,No,70,55,Not Completed,Placed,14.21,2
340,18,Female,Pune,Web Development,Paid,27,3,100,72,5,No,No,92,100,Completed,Placed,4.32,5
341,22,Male,Pune,Cloud Computing,Paid,26,2,94,61,2,No,Yes,90,82,Completed,Placed,10.61,1
342,27,Female,Pune,AI,Paid,3,9,34,50,0,No,No,45,49,Not Completed,Not Placed,0.0,1
343,22,Female,Delhi,Cyber Security,Paid,13,0,66,62,2,No,Yes,58,76,Completed,Placed,11.16,4
344,21,Female,Mumbai,AI,Free,9,14,46,57,2,Yes,Yes,54,61,Not Completed,Not Placed,0.0,3
345,19,Female,Chennai,Cyber Security,Free,10,12,38,69,3,No,Yes,48,66,Not Completed,Not Placed,0.0,4
346,27,Male,Chennai,Web Development,Paid,13,12,74,56,5,No,Yes,84,79,Completed,Placed,9.58,4
347,18,Male,Hyderabad,Web Development,Paid,27,6,97,80,3,No,Yes,78,83,Completed,Placed,5.4,4
348,22,Male,Pune,Web Development,Free,10,10,43,62,2,No,No,54,72,Not Completed,Placed,3.24,3
349,30,Male,Hyderabad,Web Development,Paid,11,9,69,42,0,No,Yes,33,34,Completed,Not Placed,0.0,1
350,21,Female,Delhi,Data Science,Paid,26,1,100,73,1,No,Yes,71,67,Completed,Placed,8.58,2
351,33,Female,Delhi,Data Science,Paid,3,3,31,23,1,Yes,No,38,30,Not Completed,Placed,10.88,1
352,33,Male,Bangalore,Cloud Computing,Paid,17,8,61,76,5,Yes,Yes,88,72,Completed,Placed,4.76,3
353,19,Female,Delhi,AI,Paid,21,5,91,70,4,No,Yes,93,86,Completed,Placed,13.09,3
354,34,Female,Bangalore,Cyber Security,Paid,8,7,72,59,4,No,Yes,78,65,Not Completed,Placed,4.75,3
355,29,Female,Mumbai,Cyber Security,Paid,29,1,100,77,1,Yes,Yes,72,85,Completed,Placed,13.7,5
356,20,Male,Hyderabad,Data Science,Free,3,6,33,24,2,No,Yes,48,37,Not Completed,Not Placed,0.0,2
357,18,Male,Mumbai,Cyber Security,Paid,2,5,33,19,2,Yes,Yes,56,54,Not Completed,Not Placed,0.0,3
358,18,Male,Delhi,Data Science,Paid,20,12,76,64,3,No,Yes,77,67,Completed,Placed,13.76,2
359,28,Female,Mumbai,Cloud Computing,Paid,29,13,100,100,5,No,No,100,86,Completed,Placed,6.6,4
360,22,Male,Mumbai,AI,Paid,5,8,31,71,3,No,No,55,67,Not Completed,Placed,5.18,5
361,29,Male,Mumbai,Cloud Computing,Paid,25,6,89,86,4,Yes,Yes,100,85,Completed,Placed,8.35,5
362,20,Male,Delhi,Web Development,Paid,23,0,85,82,1,No,Yes,66,80,Completed,Placed,5.93,3
363,18,Male,Pune,Web Development,Paid,28,13,100,100,2,No,Yes,62,87,Completed,Placed,9.33,3
364,18,Male,Mumbai,Web Development,Paid,3,7,26,34,1,No,No,33,43,Not Completed,Not Placed,0.0,4
365,25,Male,Bangalore,Cloud Computing,Paid,26,10,95,100,0,No,Yes,55,78,Completed,Not Placed,0.0,4
366,27,Female,Delhi,Cyber Security,Paid,15,9,67,63,1,No,Yes,54,43,Completed,Not Placed,0.0,2
367,28,Female,Mumbai,AI,Free,3,14,29,49,0,No,No,33,55,Not Completed,Placed,3.0,2
368,29,Male,Pune,Web Development,Paid,30,2,100,81,3,Yes,No,74,89,Completed,Placed,12.67,5
369,30,Male,Delhi,Web Development,Paid,16,13,83,76,3,No,Yes,76,89,Completed,Not Placed,0.0,5
370,29,Female,Chennai,Web Development,Paid,13,1,59,54,4,No,Yes,72,73,Completed,Placed,6.84,3
371,31,Female,Pune,AI,Paid,6,11,60,47,1,No,Yes,62,51,Not Completed,Not Placed,0.0,2
372,19,Male,Bangalore,Web Development,Paid,29,2,100,90,1,Yes,Yes,58,88,Completed,Placed,10.56,4
373,20,Male,Mumbai,AI,Paid,21,10,78,90,0,Yes,Yes,51,83,Completed,Placed,8.3,4
374,34,Male,Chennai,Web Development,Paid,30,5,100,93,3,Yes,Yes,77,91,Completed,Placed,10.54,4
375,25,Male,Chennai,Cloud Computing,Free,8,12,43,79,0,No,Yes,55,63,Not Completed,Not Placed,0.0,2
376,27,Female,Delhi,Cloud Computing,Free,25,13,71,100,3,No,Yes,84,86,Completed,Not Placed,0.0,5
377,19,Male,Chennai,AI,Free,22,2,85,78,0,No,Yes,37,82,Completed,Placed,11.76,4
378,26,Male,Bangalore,Cloud Computing,Paid,11,9,50,60,3,No,Yes,56,58,Not Completed,Not Placed,0.0,5
379,24,Male,Bangalore,AI,Paid,15,15,81,83,0,Yes,Yes,61,84,Completed,Placed,11.69,2
380,21,Male,Hyderabad,Cloud Computing,Paid,15,4,56,63,3,No,No,70,68,Completed,Placed,9.9,2
381,30,Female,Bangalore,Cloud Computing,Paid,6,5,34,42,5,No,Yes,77,44,Not Completed,Not Placed,0.0,3
382,28,Female,Pune,AI,Paid,19,7,89,68,0,Yes,Yes,57,77,Completed,Placed,5.14,4
383,21,Female,Chennai,Cyber Security,Free,25,6,98,57,1,No,Yes,76,65,Completed,Placed,3.5,2
384,21,Male,Bangalore,Cloud Computing,Paid,15,13,63,83,4,No,Yes,85,82,Completed,Placed,12.71,5
385,27,Male,Delhi,Web Development,Paid,3,10,21,56,5,No,Yes,65,58,Not Completed,Not Placed,0.0,2
386,22,Female,Hyderabad,Cyber Security,Free,27,7,100,76,5,Yes,No,88,96,Completed,Placed,6.8,5
387,26,Male,Chennai,AI,Free,13,2,58,56,0,No,Yes,26,47,Completed,Not Placed,0.0,2
388,20,Male,Hyderabad,Cyber Security,Free,23,3,81,66,4,No,No,83,73,Completed,Placed,8.81,3
389,34,Female,Chennai,Data Science,Free,25,15,87,96,1,No,Yes,44,85,Completed,Not Placed,0.0,4
390,20,Female,Delhi,Data Science,Paid,7,15,32,77,5,Yes,Yes,75,61,Not Completed,Placed,11.42,4
391,33,Female,Hyderabad,Cloud Computing,Free,5,5,25,30,1,Yes,No,34,20,Not Completed,Not Placed,0.0,1
392,21,Female,Mumbai,Cloud Computing,Paid,14,10,71,58,3,No,Yes,91,68,Completed,Placed,8.22,4
393,34,Male,Pune,Web Development,Paid,5,6,42,60,4,No,Yes,72,63,Not Completed,Placed,7.87,5
394,24,Male,Pune,Cyber Security,Paid,23,8,98,80,2,No,Yes,74,94,Completed,Placed,7.44,5
395,22,Female,Chennai,Data Science,Paid,15,12,65,86,3,Yes,Yes,53,88,Completed,Not Placed,0.0,4
396,29,Male,Mumbai,Cloud Computing,Paid,17,0,68,38,4,Yes,No,66,59,Completed,Not Placed,0.0,3
397,34,Female,Hyderabad,Cyber Security,Paid,30,12,100,88,0,No,No,66,92,Completed,Placed,7.13,5
398,30,Female,Mumbai,Cloud Computing,Paid,5,14,45,48,0,No,No,34,57,Not Completed,Not Placed,0.0,4
399,20,Male,Mumbai,Cloud Computing,Free,25,7,76,79,1,No,Yes,83,64,Completed,Not Placed,0.0,2
400,26,Female,Hyderabad,Data Science,Paid,26,7,92,71,5,No,Yes,95,76,Completed,Placed,6.47,4
401,34,Male,Delhi,Data Science,Free,2,5,17,37,2,No,Yes,44,39,Not Completed,Not Placed,0.0,2
402,34,Male,Mumbai,Cloud Computing,Paid,14,3,75,58,0,Yes,No,36,75,Completed,Not Placed,0.0,2
403,33,Male,Mumbai,AI,Free,5,2,30,25,4,Yes,Yes,73,48,Not Completed,Placed,6.63,2
404,30,Male,Delhi,Cloud Computing,Paid,21,10,66,73,5,No,Yes,77,77,Completed,Placed,8.83,3
405,34,Female,Mumbai,Cloud Computing,Paid,19,2,79,55,5,Yes,No,96,73,Completed,Placed,8.06,4
406,21,Male,Mumbai,Web Development,Paid,7,5,37,32,4,Yes,Yes,74,52,Not Completed,Placed,4.27,4
407,29,Female,Mumbai,Web Development,Free,4,12,26,23,5,No,Yes,71,36,Not Completed,Placed,14.26,1
408,26,Female,Pune,Web Development,Free,24,7,85,81,0,No,No,71,75,Completed,Not Placed,0.0,4
409,29,Female,Bangalore,AI,Free,14,6,55,55,4,Yes,Yes,67,56,Completed,Placed,12.0,3
410,26,Female,Delhi,AI,Free,28,10,100,92,4,Yes,Yes,100,100,Completed,Placed,3.86,5
411,24,Male,Mumbai,Cloud Computing,Paid,17,0,73,43,1,Yes,Yes,44,51,Completed,Not Placed,0.0,3
412,31,Male,Pune,Web Development,Free,28,10,100,100,2,No,Yes,83,93,Completed,Placed,5.1,5
413,32,Female,Delhi,AI,Paid,6,15,27,86,1,Yes,No,37,63,Not Completed,Not Placed,0.0,4
414,33,Female,Chennai,Data Science,Paid,5,5,33,31,2,Yes,Yes,42,33,Not Completed,Placed,4.51,1
415,22,Male,Chennai,Cloud Computing,Free,22,6,88,89,4,No,Yes,70,87,Completed,Placed,8.43,4
416,20,Female,Mumbai,Cyber Security,Paid,9,11,49,63,5,Yes,Yes,76,66,Not Completed,Not Placed,0.0,3
417,29,Male,Pune,Cloud Computing,Free,20,6,81,72,2,Yes,No,65,71,Completed,Placed,4.6,3
418,21,Female,Pune,Cyber Security,Free,15,8,55,62,4,Yes,Yes,75,64,Completed,Placed,14.75,3
419,33,Male,Delhi,Web Development,Free,8,10,19,55,4,Yes,Yes,66,43,Not Completed,Placed,6.09,2
420,24,Female,Delhi,Cyber Security,Paid,15,10,82,81,1,Yes,Yes,52,88,Completed,Not Placed,0.0,3
421,30,Female,Pune,Web Development,Paid,7,9,27,40,1,Yes,Yes,56,47,Not Completed,Placed,5.6,3
422,27,Male,Delhi,Data Science,Paid,13,4,39,51,5,No,Yes,70,47,Not Completed,Not Placed,0.0,2
423,24,Female,Pune,Cyber Security,Paid,17,0,72,66,3,Yes,Yes,78,74,Completed,Not Placed,0.0,5
424,31,Female,Bangalore,Cloud Computing,Free,18,1,56,67,0,No,Yes,43,63,Completed,Placed,9.25,3
425,22,Male,Pune,Web Development,Paid,14,14,53,64,3,No,Yes,63,46,Completed,Not Placed,0.0,2
426,20,Female,Chennai,Cloud Computing,Paid,24,3,97,72,3,No,No,83,95,Completed,Placed,5.98,4
427,28,Male,Delhi,AI,Free,15,4,82,65,5,Yes,Yes,83,69,Completed,Placed,12.11,3
428,28,Male,Pune,Web Development,Free,30,8,100,100,2,Yes,Yes,72,100,Completed,Placed,4.42,4
429,32,Female,Pune,Cyber Security,Paid,8,10,39,65,5,No,Yes,62,66,Not Completed,Not Placed,0.0,4
430,29,Female,Delhi,Web Development,Free,15,14,64,81,5,No,No,80,68,Completed,Placed,4.82,4
431,26,Female,Bangalore,Cloud Computing,Paid,16,0,49,57,4,No,No,66,58,Not Completed,Not Placed,0.0,3
432,27,Female,Bangalore,Data Science,Free,13,2,54,53,4,Yes,Yes,82,71,Completed,Placed,4.83,3
433,29,Female,Delhi,Web Development,Free,18,15,69,100,4,No,No,76,83,Completed,Placed,13.64,5
434,34,Female,Hyderabad,Cyber Security,Free,10,4,51,43,0,Yes,Yes,35,58,Completed,Not Placed,0.0,3
435,23,Female,Delhi,AI,Free,23,15,100,96,2,No,Yes,78,90,Completed,Placed,9.73,5
436,24,Male,Delhi,Data Science,Paid,16,15,48,71,2,No,Yes,57,63,Not Completed,Not Placed,0.0,3
437,31,Female,Bangalore,AI,Paid,13,2,54,37,4,Yes,No,67,62,Completed,Placed,9.12,4
438,30,Male,Bangalore,Web Development,Paid,3,3,10,35,3,No,Yes,51,42,Not Completed,Not Placed,0.0,1
439,25,Female,Delhi,Cloud Computing,Paid,6,14,32,52,0,No,No,31,39,Not Completed,Not Placed,0.0,1
440,27,Female,Delhi,Cloud Computing,Paid,14,13,53,73,3,No,Yes,59,70,Completed,Placed,3.72,5
441,26,Male,Delhi,Cyber Security,Paid,28,2,89,96,1,No,Yes,58,88,Completed,Placed,14.67,4
442,19,Female,Bangalore,Cloud Computing,Free,21,3,92,83,2,No,Yes,82,79,Completed,Not Placed,0.0,5
443,22,Female,Delhi,Data Science,Paid,24,13,94,100,2,No,No,68,80,Completed,Not Placed,0.0,3
444,22,Male,Delhi,Cloud Computing,Paid,9,14,54,82,3,Yes,Yes,68,57,Completed,Not Placed,0.0,5
445,23,Female,Mumbai,Cyber Security,Free,28,15,98,100,0,No,Yes,46,86,Completed,Placed,5.97,4
446,25,Female,Hyderabad,Web Development,Paid,15,12,64,78,2,Yes,Yes,72,74,Completed,Placed,4.25,4
447,33,Female,Chennai,Web Development,Free,16,12,83,66,3,No,No,71,79,Completed,Placed,12.24,4
448,30,Male,Hyderabad,Cloud Computing,Paid,12,14,55,61,5,Yes,Yes,86,74,Completed,Placed,6.84,3
449,18,Female,Mumbai,AI,Paid,2,14,34,65,5,No,Yes,71,57,Not Completed,Placed,13.09,1
450,34,Female,Chennai,Web Development,Paid,22,0,79,64,0,No,Yes,55,69,Completed,Not Placed,0.0,4
451,24,Female,Delhi,Cloud Computing,Paid,4,11,39,51,3,No,No,64,48,Not Completed,Placed,11.01,3
452,30,Female,Mumbai,Cyber Security,Paid,18,7,68,64,5,No,No,85,73,Completed,Placed,10.99,4
453,21,Male,Delhi,Cloud Computing,Paid,29,3,88,79,0,No,No,36,82,Completed,Not Placed,0.0,3
454,21,Male,Bangalore,Web Development,Paid,20,6,79,75,4,No,Yes,94,83,Completed,Placed,11.09,5
455,23,Female,Pune,Cyber Security,Free,15,1,60,41,0,No,Yes,42,62,Completed,Not Placed,0.0,3
456,29,Female,Mumbai,Cloud Computing,Paid,23,1,72,70,1,No,No,60,79,Completed,Placed,11.19,5
457,24,Male,Bangalore,Data Science,Paid,24,5,93,93,4,Yes,Yes,96,100,Completed,Placed,13.77,5
458,27,Male,Mumbai,Cyber Security,Paid,9,13,38,42,3,No,Yes,54,50,Not Completed,Not Placed,0.0,1
459,24,Female,Mumbai,Data Science,Paid,14,1,92,34,4,No,Yes,93,65,Completed,Placed,14.34,4
460,20,Male,Bangalore,AI,Paid,28,14,89,100,4,No,No,80,97,Completed,Not Placed,0.0,5
461,30,Female,Chennai,Cyber Security,Paid,21,14,70,100,3,No,Yes,75,83,Completed,Placed,7.19,4
462,30,Male,Hyderabad,Data Science,Paid,4,5,40,33,3,No,Yes,60,51,Not Completed,Not Placed,0.0,3
463,25,Male,Delhi,Web Development,Paid,6,10,36,32,5,No,No,70,42,Not Completed,Not Placed,0.0,3
464,26,Male,Mumbai,Web Development,Free,10,14,58,82,1,Yes,Yes,51,63,Completed,Not Placed,0.0,4
465,24,Male,Delhi,AI,Paid,30,1,100,73,3,Yes,Yes,73,93,Completed,Not Placed,0.0,3
466,18,Female,Pune,Cyber Security,Paid,7,3,35,36,2,No,No,53,37,Not Completed,Not Placed,0.0,1
467,20,Male,Bangalore,Cyber Security,Paid,26,6,84,87,2,No,No,73,92,Completed,Not Placed,0.0,5
468,30,Male,Delhi,Cyber Security,Free,23,7,99,73,1,Yes,No,71,87,Completed,Placed,5.6,4
469,34,Female,Bangalore,AI,Paid,3,14,16,45,0,No,Yes,41,41,Not Completed,Not Placed,0.0,1
470,18,Male,Delhi,Cyber Security,Paid,14,2,67,43,0,No,Yes,45,41,Completed,Not Placed,0.0,2
471,23,Male,Hyderabad,Web Development,Free,6,13,47,76,2,No,No,54,77,Not Completed,Placed,12.95,3
472,23,Female,Hyderabad,Data Science,Paid,29,14,100,100,3,No,Yes,72,86,Completed,Not Placed,0.0,4
473,29,Male,Hyderabad,Web Development,Paid,28,12,100,100,1,No,No,83,100,Completed,Placed,14.95,5
474,30,Female,Hyderabad,Web Development,Paid,26,8,88,66,0,No,No,40,65,Completed,Placed,10.23,2
475,30,Female,Hyderabad,Data Science,Paid,9,1,51,45,0,No,Yes,42,45,Completed,Not Placed,0.0,1
476,32,Female,Hyderabad,Web Development,Paid,24,7,61,87,4,No,No,70,82,Completed,Not Placed,0.0,2
477,33,Female,Bangalore,AI,Paid,2,7,33,25,2,No,No,49,44,Not Completed,Not Placed,0.0,1
478,28,Male,Mumbai,Data Science,Paid,21,15,84,94,3,No,Yes,64,76,Completed,Placed,12.03,4
479,22,Female,Delhi,Web Development,Free,13,12,56,80,1,No,Yes,59,82,Completed,Placed,12.51,3
